Index,Weight,Weight-Category,Type
synImage3936,64.54,60-65,Digital
synImage3937,52.30,50-55,Digital
synImage3938,81.96,80-85,Digital
synImage3939,109.42,105-110,Digital
synImage3940,95.21,95-100,Digital
synImage3941,40.69,40-45,Digital
synImage3942,94.98,90-95,Digital
synImage3943,66.16,65-70,Digital
synImage3944,69.46,65-70,Digital
synImage3945,84.67,80-85,Digital
synImage3946,86.40,85-90,Digital
synImage3947,70.67,70-75,Digital
synImage3948,75.80,75-80,Digital
synImage3949,72.23,70-75,Digital
synImage3950,40.47,40-45,Digital
synImage3951,63.29,60-65,Digital
synImage3952,106.53,105-110,Digital
synImage3953,43.50,40-45,Digital
synImage3954,103.56,100-105,Digital
synImage3955,64.69,60-65,Digital
synImage3956,102.27,100-105,Digital
synImage3957,84.90,80-85,Digital
synImage3958,51.11,50-55,Digital
synImage3959,83.21,80-85,Digital
synImage3960,80.36,80-85,Digital
synImage3961,76.99,75-80,Digital
synImage3962,71.38,70-75,Digital
synImage3963,41.61,40-45,Digital
synImage3964,107.69,105-110,Digital
synImage3965,62.47,60-65,Digital
synImage3966,82.68,80-85,Digital
synImage3967,97.86,95-100,Digital
synImage3968,61.86,60-65,Digital
synImage3969,99.45,95-100,Digital
synImage3970,73.73,70-75,Digital
synImage3971,77.66,75-80,Digital
synImage3972,78.23,75-80,Digital
synImage3973,98.67,95-100,Digital
synImage3974,63.23,60-65,Digital
synImage3975,98.26,95-100,Digital
synImage3976,97.43,95-100,Digital
synImage3977,79.08,75-80,Digital
synImage3978,65.30,65-70,Digital
synImage3979,66.99,65-70,Digital
synImage3980,71.46,70-75,Digital
synImage3981,96.89,95-100,Digital
synImage3982,109.99,105-110,Digital
synImage3983,89.09,85-90,Digital
synImage3984,89.07,85-90,Digital
synImage3985,73.69,70-75,Digital
synImage3986,56.18,55-60,Digital
synImage3987,58.13,55-60,Digital
synImage3988,68.20,65-70,Digital
synImage3989,95.30,95-100,Digital
synImage3990,70.27,70-75,Digital
synImage3991,75.64,75-80,Digital
synImage3992,42.85,40-45,Digital
synImage3993,61.90,60-65,Digital
synImage3994,70.78,70-75,Digital
synImage3995,105.30,105-110,Digital
synImage3996,72.57,70-75,Digital
synImage3997,49.71,45-50,Digital
synImage3998,85.61,85-90,Digital
synImage3999,73.18,70-75,Digital
synImage4000,42.63,40-45,Digital
synImage4001,73.77,70-75,Digital
synImage4002,107.89,105-110,Digital
synImage4003,43.03,40-45,Digital
synImage4004,45.94,45-50,Digital
synImage4005,60.55,60-65,Digital
synImage4006,62.21,60-65,Digital
synImage4007,65.66,65-70,Digital
synImage4008,96.09,95-100,Digital
synImage4009,78.45,75-80,Digital
synImage4010,103.15,100-105,Digital
synImage4011,90.96,90-95,Digital
synImage4012,56.94,55-60,Digital
synImage4013,108.70,105-110,Digital
synImage4014,108.08,105-110,Digital
synImage4015,74.82,70-75,Digital
synImage4016,40.42,40-45,Digital
synImage4017,102.92,100-105,Digital
synImage4018,42.90,40-45,Digital
synImage4019,46.70,45-50,Digital
synImage4020,88.56,85-90,Digital
synImage4021,70.33,70-75,Digital
synImage4022,47.17,45-50,Digital
synImage4023,73.78,70-75,Digital
synImage4024,73.08,70-75,Digital
synImage4025,45.81,45-50,Digital
synImage4026,92.28,90-95,Digital
synImage4027,51.57,50-55,Digital
synImage4028,45.26,45-50,Digital
synImage4029,65.04,65-70,Digital
synImage4030,55.28,55-60,Digital
synImage4031,54.18,50-55,Digital
synImage4032,77.04,75-80,Digital
synImage4033,93.91,90-95,Digital
synImage4034,103.38,100-105,Digital
synImage4035,90.38,90-95,Digital
synImage4036,56.84,55-60,Digital
synImage4037,47.24,45-50,Digital
synImage4038,50.58,50-55,Digital
synImage4039,46.60,45-50,Digital
synImage4040,100.27,100-105,Digital
synImage4041,56.31,55-60,Digital
synImage4042,107.82,105-110,Digital
synImage4043,58.43,55-60,Digital
synImage4044,78.18,75-80,Digital
synImage4045,104.75,100-105,Digital
synImage4046,88.28,85-90,Digital
synImage4047,93.96,90-95,Digital
synImage4048,53.42,50-55,Digital
synImage4049,109.72,105-110,Digital
synImage4050,48.45,45-50,Digital
synImage4051,86.36,85-90,Digital
synImage4052,89.53,85-90,Digital
synImage4053,79.56,75-80,Digital
synImage4054,105.94,105-110,Digital
synImage4055,85.18,85-90,Digital
synImage4056,80.78,80-85,Digital
synImage4057,96.14,95-100,Digital
synImage4058,43.11,40-45,Digital
synImage4059,88.72,85-90,Digital
synImage4060,40.44,40-45,Digital
synImage4061,71.55,70-75,Digital
synImage4062,98.36,95-100,Digital
synImage4063,40.57,40-45,Digital
synImage4064,62.71,60-65,Digital
synImage4065,86.27,85-90,Digital
synImage4066,103.91,100-105,Digital
synImage4067,69.22,65-70,Digital
synImage4068,73.21,70-75,Digital
synImage4069,95.83,95-100,Digital
synImage4070,102.85,100-105,Digital
synImage4071,60.08,60-65,Digital
synImage4072,45.75,45-50,Digital
synImage4073,46.89,45-50,Digital
synImage4074,85.39,85-90,Digital
synImage4075,63.09,60-65,Digital
synImage4076,62.62,60-65,Digital
synImage4077,48.36,45-50,Digital
synImage4078,81.99,80-85,Digital
synImage4079,96.90,95-100,Digital
synImage4080,94.91,90-95,Digital
synImage4081,71.33,70-75,Digital
synImage4082,71.59,70-75,Digital
synImage4083,88.92,85-90,Digital
synImage4084,65.14,65-70,Digital
synImage4085,97.19,95-100,Digital
synImage4086,64.62,60-65,Digital
synImage4087,84.49,80-85,Digital
synImage4088,74.36,70-75,Digital
synImage4089,43.54,40-45,Digital
synImage4090,44.41,40-45,Digital
synImage4091,82.87,80-85,Digital
synImage4092,85.32,85-90,Digital
synImage4093,49.87,45-50,Digital
synImage4094,57.80,55-60,Digital
synImage4095,86.97,85-90,Digital
synImage4096,48.84,45-50,Digital
synImage4097,40.40,40-45,Digital
synImage4098,69.17,65-70,Digital
synImage4099,77.04,75-80,Digital
synImage4100,78.98,75-80,Digital
synImage4101,78.26,75-80,Digital
synImage4102,87.64,85-90,Digital
synImage4103,54.44,50-55,Digital
synImage4104,63.51,60-65,Digital
synImage4105,68.86,65-70,Digital
synImage4106,75.24,75-80,Digital
synImage4107,94.99,90-95,Digital
synImage4108,93.17,90-95,Digital
synImage4109,63.47,60-65,Digital
synImage4110,74.91,70-75,Digital
synImage4111,84.79,80-85,Digital
synImage4112,85.38,85-90,Digital
synImage4113,71.08,70-75,Digital
synImage4114,58.43,55-60,Digital
synImage4115,47.88,45-50,Digital
synImage4116,58.38,55-60,Digital
synImage4117,60.49,60-65,Digital
synImage4118,102.59,100-105,Digital
synImage4119,46.69,45-50,Digital
synImage4120,84.37,80-85,Digital
synImage4121,48.73,45-50,Digital
synImage4122,52.82,50-55,Digital
synImage4123,71.43,70-75,Digital
synImage4124,85.38,85-90,Digital
synImage4125,75.07,75-80,Digital
synImage4126,77.29,75-80,Digital
synImage4127,108.31,105-110,Digital
synImage4128,72.49,70-75,Digital
synImage4129,83.67,80-85,Digital
synImage4130,56.20,55-60,Digital
synImage4131,94.85,90-95,Digital
synImage4132,106.58,105-110,Digital
synImage4133,63.89,60-65,Digital
synImage4134,105.51,105-110,Digital
synImage4135,85.99,85-90,Digital
synImage4136,79.63,75-80,Digital
synImage4137,42.19,40-45,Digital
synImage4138,90.76,90-95,Digital
synImage4139,68.08,65-70,Digital
synImage4140,84.38,80-85,Digital
synImage4141,52.61,50-55,Digital
synImage4142,91.15,90-95,Digital
synImage4143,106.57,105-110,Digital
synImage4144,55.16,55-60,Digital
synImage4145,51.71,50-55,Digital
synImage4146,65.24,65-70,Digital
synImage4147,90.34,90-95,Digital
synImage4148,78.45,75-80,Digital
synImage4149,85.01,85-90,Digital
synImage4150,90.46,90-95,Digital
synImage4151,94.58,90-95,Digital
synImage4152,97.49,95-100,Digital
synImage4153,100.72,100-105,Digital
synImage4154,48.65,45-50,Digital
synImage4155,93.77,90-95,Digital
synImage4156,65.43,65-70,Digital
synImage4157,75.39,75-80,Digital
synImage4158,53.15,50-55,Digital
synImage4159,84.85,80-85,Digital
synImage4160,96.71,95-100,Digital
synImage4161,91.88,90-95,Digital
synImage4162,78.40,75-80,Digital
synImage4163,90.64,90-95,Digital
synImage4164,64.11,60-65,Digital
synImage4165,92.07,90-95,Digital
synImage4166,61.78,60-65,Digital
synImage4167,92.66,90-95,Digital
synImage4168,53.89,50-55,Digital
synImage4169,87.66,85-90,Digital
synImage4170,93.64,90-95,Digital
synImage4171,106.87,105-110,Digital
synImage4172,51.78,50-55,Digital
synImage4173,82.62,80-85,Digital
synImage4174,94.63,90-95,Digital
synImage4175,100.06,100-105,Digital
synImage4176,107.85,105-110,Digital
synImage4177,56.41,55-60,Digital
synImage4178,76.96,75-80,Digital
synImage4179,55.45,55-60,Digital
synImage4180,73.54,70-75,Digital
synImage4181,40.87,40-45,Digital
synImage4182,81.70,80-85,Digital
synImage4183,77.24,75-80,Digital
synImage4184,81.87,80-85,Digital
synImage4185,97.31,95-100,Digital
synImage4186,70.64,70-75,Digital
synImage4187,80.69,80-85,Digital
synImage4188,103.99,100-105,Digital
synImage4189,88.86,85-90,Digital
synImage4190,94.76,90-95,Digital
synImage4191,60.25,60-65,Digital
synImage4192,81.76,80-85,Digital
synImage4193,66.84,65-70,Digital
synImage4194,108.72,105-110,Digital
synImage4195,44.48,40-45,Digital
synImage4196,87.34,85-90,Digital
synImage4197,77.45,75-80,Digital
synImage4198,75.13,75-80,Digital
synImage4199,98.73,95-100,Digital
synImage4200,55.78,55-60,Digital
synImage4201,65.76,65-70,Digital
synImage4202,90.55,90-95,Digital
synImage4203,66.36,65-70,Digital
synImage4204,66.69,65-70,Digital
synImage4205,68.93,65-70,Digital
synImage4206,69.64,65-70,Digital
synImage4207,74.69,70-75,Digital
synImage4208,56.62,55-60,Digital
synImage4209,88.30,85-90,Digital
synImage4210,67.71,65-70,Digital
synImage4211,41.93,40-45,Digital
synImage4212,107.23,105-110,Digital
synImage4213,83.89,80-85,Digital
synImage4214,50.17,50-55,Digital
synImage4215,85.58,85-90,Digital
synImage4216,96.89,95-100,Digital
synImage4217,93.09,90-95,Digital
synImage4218,90.14,90-95,Digital
synImage4219,85.99,85-90,Digital
synImage4220,86.73,85-90,Digital
synImage4221,46.34,45-50,Digital
synImage4222,92.83,90-95,Digital
synImage4223,103.17,100-105,Digital
synImage4224,99.10,95-100,Digital
synImage4225,55.62,55-60,Digital
synImage4226,54.15,50-55,Digital
synImage4227,61.30,60-65,Digital
synImage4228,94.51,90-95,Digital
